strain	replicate	temp	mumax/day	r2
BRX10.4	3	17	0.15990877085823	0.994630528336979
BRX10.4	4	17	0.364109926803474	0.833827515486853
BRX10.4	5	17	0.270095174426428	0.531473470094223
BRX10.4	6	17	0.257659608551018	0.878760284772741
BRX10.4	7	17	0.0954663264744711	0.928583627331237
BRX10.4	8	17	0.36277785412014	0.628376444892993
BRX10.5	1	-1	1.78168619974557	0.987629526532277
BRX10.5	2	-1	1.37699717225512	0.993618598178792
BRX10.5	3	-1	1.43881428025255	0.987299206145617
BRX10.5	4	-1	1.44422898554625	0.987650180426534
BRX10.5	5	-1	1.20742505490482	0.988015973294212
BRX10.5	6	-1	1.35922468381354	0.979730583210229
BRX10.5	7	-1	1.40374923433567	0.984956605137139
BRX10.5	8	-1	1.78258525442056	0.994740848907088
BRX10.5	1	4	1.87774108991749	0.95083826396062
BRX10.5	2	4	1.70746674610544	0.956438452859201
BRX10.5	3	4	1.74374027119053	0.966323864802122
BRX10.5	4	4	1.48562674278279	0.961317256297016
BRX10.5	5	4	1.59874611731399	0.954915983751113
BRX10.5	6	4	1.54141368120274	0.959259515628978
BRX10.5	7	4	1.52800061603053	0.973790256221648
BRX10.5	8	4	1.37066378297566	0.956881266882624
BRX10.5	1	11	2.01536255516268	0.98596907053309
BRX10.5	2	11	2.12219182747769	0.984784143471258
BRX10.5	3	11	1.79133653981269	0.903507503001216
BRX10.5	4	11	1.87965770330867	0.899102629322956
BRX10.5	5	11	1.86821383252467	0.894330973870612
BRX10.5	6	11	1.80174246938653	0.913247043425015
BRX10.5	7	11	1.91188817809511	0.988206500964631
BRX10.5	8	11	2.11689128577588	0.988806093484359
BRX10.5	1	17	1.24881879179679	0.994267009211698
BRX10.5	2	17	1.28358798955761	0.996191737993
BRX10.5	3	17	1.236979506963	0.996154242820884
BRX10.5	4	17	1.34471899845229	0.997111051026914
BRX10.5	5	17	1.3364143576022	0.996341268797813
BRX10.5	6	17	1.40295578574306	0.996328035549298
BRX10.5	7	17	1.44208193925045	0.996808344188632
BRX10.5	8	17	1.31260702521668	0.995380764108351
BRX10.6	1	-1	2.13288704248988	0.996803658024831
BRX10.6	2	-1	2.13466008700301	0.993197514148694
BRX10.6	3	-1	2.05168203046656	0.975735551040295
BRX10.6	4	-1	1.6035592678456	0.9801782868607
BRX10.6	5	-1	1.74314583010014	0.987044413582827
BRX10.6	6	-1	1.81641279822265	0.981137553447672
BRX10.6	7	-1	1.71570400687413	0.977964461429501
BRX10.6	8	-1	1.74001367908698	0.990047222709494
BRX10.6	1	4	2.05728173041446	0.978748886720899
BRX10.6	2	4	2.05650004152269	0.986614507296846
BRX10.6	3	4	1.90547082107697	0.987079012409377
BRX10.6	4	4	1.63095917826236	0.986827055046496
BRX10.6	5	4	1.63498338141668	0.970637168789272
BRX10.6	6	4	1.89734019480202	0.98888824079425
BRX10.6	7	4	2.09187167637083	0.982785814644852
BRX10.6	8	4	1.99779318586757	0.977473683461513
BRX10.6	1	11	2.6162752254642	0.955589381195328
BRX10.6	2	11	2.64090862585143	0.934674168674903
BRX10.6	3	11	2.04802971966867	0.783359704476128
BRX10.6	4	11	1.81852582163486	0.743002507314059
BRX10.6	5	11	1.75479524698506	0.872524616436222
BRX10.6	6	11	1.66841557934912	0.801705438424842
BRX10.6	7	11	2.51126061848538	0.973462062014571
BRX10.6	8	11	2.2873711387941	0.982243784185701
BRX10.6	1	17	1.12676935036936	0.995248907277465
BRX10.6	2	17	1.40571798062407	0.99567158993997
BRX10.6	3	17	1.5694588064082	0.994362637596531
BRX10.6	4	17	1.59204089327865	0.993593256374259
BRX10.6	5	17	1.65254927108001	0.993328518424115
BRX10.6	6	17	1.58410374607642	0.993177700998052
BRX10.6	7	17	1.51923945765962	0.992884954969048
BRX10.6	8	17	1.31137626947371	0.994927987794887
BRX10.7	1	-1	1.37314309073305	0.993907415153487
BRX10.7	2	-1	1.45412657821149	0.99439808034303
BRX10.7	3	-1	1.32448944027992	0.990856335697797
BRX10.7	4	-1	1.22369316991643	0.981049976533033
BRX10.7	5	-1	1.24869931353767	0.982067853803154
BRX10.7	6	-1	1.35530971921728	0.985406148121432
BRX10.7	7	-1	1.53710679774683	0.99292619806444
BRX10.7	8	-1	1.77477608151204	0.995593950370325
BRX10.7	1	4	1.56476281308254	0.961428086247636
BRX10.7	2	4	1.64159565328367	0.966618218726468
BRX10.7	3	4	1.60489005248293	0.974095833537384
BRX10.7	4	4	1.54993306754494	0.987556503644154
BRX10.7	5	4	1.48904837292012	0.979891993421219
BRX10.7	6	4	1.67733951094299	0.99138656176103
BRX10.7	7	4	1.9562395813525	0.993438803612205
BRX10.7	8	4	2.21837769796476	0.977057465843733
BRX10.7	1	11	2.17009357742298	0.990880599435289
BRX10.7	2	11	2.12150540854536	0.990053481494231
BRX10.7	3	11	1.91074706026567	0.946897018954436
BRX10.7	4	11	2.20248046223507	0.923648036928029
BRX10.7	5	11	2.01247997926149	0.935112202651227
BRX10.7	6	11	2.1633483434574	0.947718253367023
BRX10.7	7	11	2.05287148873321	0.992505085133841
BRX10.7	8	11	2.12249781273984	0.9951292995528
BRX10.7	1	17	1.67840980088811	0.960690577389904
BRX10.7	2	17	1.62488029241195	0.994285828296098
BRX10.7	3	17	1.37386680742982	0.995348152436547
BRX10.7	4	17	1.26108664935011	0.99511316166282
BRX10.7	5	17	1.22972349334591	0.995678662784968
BRX10.7	6	17	1.38535706027786	0.995677123261527
BRX10.7	7	17	1.42231274810272	0.996319067494766
BRX10.7	8	17	1.37632228407018	0.994953864830776
BRX10.8	1	-1	2.11077697973505	0.980488173996602
BRX10.8	2	-1	1.75286976829127	0.985894535620101
BRX10.8	3	-1	1.73124837219768	0.977375763630181
BRX10.8	4	-1	1.83962567793012	0.979960837539851
BRX10.8	5	-1	1.67020911152286	0.988305980770797
BRX10.8	6	-1	1.63034199631198	0.985135526645333
BRX10.8	7	-1	1.78447654070246	0.975095946262471
BRX10.8	8	-1	1.94037541037086	0.990330339864109
BRX10.8	1	4	1.83570496060163	0.918914776895761
BRX10.8	2	4	1.99230939953216	0.920588845883439
BRX10.8	3	4	1.957694628442	0.929359057021754
BRX10.8	4	4	1.84240280798556	0.926123688353081
BRX10.8	5	4	1.84937062158904	0.93941840815923
BRX10.8	6	4	1.75644857286721	0.9302377799565
BRX10.8	7	4	1.814418644111	0.926227233123848
BRX10.8	8	4	1.86233212688998	0.966537862107758
BRX10.8	1	11	2.19359306857364	0.964696373077385
BRX10.8	2	11	2.07875442640588	0.944465898815447
BRX10.8	3	11	2.07952476375757	0.930786008147622
BRX10.8	4	11	1.94068282983222	0.928928451836299
BRX10.8	5	11	1.84955152149377	0.942362758177164
BRX10.8	6	11	2.13653758932661	0.964706954555292
BRX10.8	7	11	1.99590971386203	0.983471148735991
BRX10.8	8	11	2.1687143174246	0.982952206082249
BRX10.8	1	17	1.38470777010655	0.996618504879869
BRX10.8	2	17	1.09573894315095	0.996671484763843
BRX10.8	3	17	1.38188954849461	0.993578596666287
BRX10.8	4	17	1.19566987058884	0.996252529611193
BRX10.8	5	17	1.23156169126432	0.99648822649897
BRX10.8	6	17	1.1043284824817	0.995023956913508
BRX10.8	7	17	1.0528264353448	0.996077116017871
BRX10.8	8	17	1.17665070400181	0.991654803239437
BRX10.9	1	-1	1.92553721695001	0.964832438203975
BRX10.9	2	-1	2.00732612193072	0.987572150118988
BRX10.9	3	-1	2.10560670437906	0.983544821494994
BRX10.9	4	-1	1.93698090933397	0.988103133890062
BRX10.9	5	-1	1.91821027294965	0.989813325464531
BRX10.9	6	-1	2.01133114109365	0.986757304319615
BRX10.9	7	-1	1.90870027577261	0.983277847203513
BRX10.9	8	-1	1.79714195069966	0.979351034375324
BRX10.9	1	4	2.6643517999587	0.963658087409057
BRX10.9	2	4	2.65158707097116	0.962075001140345
BRX10.9	3	4	2.57737568505383	0.981234627999072
BRX10.9	4	4	2.47672291614639	0.976161675197453
BRX10.9	5	4	2.45609128489685	0.967548792029052
BRX10.9	6	4	2.59835782319454	0.980766286075749
BRX10.9	7	4	2.63900669108343	0.98261912472042
BRX10.9	8	4	2.6023029958983	0.976425983166283
BRX10.9	1	11	2.87843817509098	0.975472954136986
BRX10.9	2	11	2.99248845333192	0.973494121098413
BRX10.9	3	11	3.04263971628248	0.975899411116244
BRX10.9	4	11	2.86292714251465	0.973902884357424
BRX10.9	5	11	2.83694322961786	0.962519890129906
BRX10.9	6	11	2.86833902495688	0.961232912272519
BRX10.9	7	11	2.9109087716982	0.967968435383966
BRX10.9	8	11	2.67261613200403	0.978210231877411
BRX10.9	1	17	1.28601855261026	0.996337179832134
BRX10.9	2	17	1.71970845164636	0.99135735243376
BRX10.9	3	17	1.86200375624412	0.989081621839573
BRX10.9	4	17	1.74617810472111	0.995791171404987
BRX10.9	5	17	2.03556198012473	0.987723314478133
BRX10.9	6	17	1.68387976124572	0.991450499425261
BRX10.9	7	17	2.23248143978039	0.983673614358836
BRX10.9	8	17	2.16372749381887	0.983032967309027
BRX8.1	1	-1	1.73727976578658	0.993598955222867
BRX8.1	2	-1	1.73783223878725	0.992043343062834
BRX8.1	3	-1	1.71749496083574	0.979522626531866
BRX8.1	4	-1	1.52803103386871	0.994720029836218
BRX8.1	5	-1	1.74670039144708	0.987905812903372
BRX8.1	6	-1	1.69331856338436	0.990206684743885
BRX8.1	7	-1	1.73957905833977	0.990046281826134
BRX8.1	8	-1	1.46935837349514	0.994865474806463
BRX8.1	1	4	2.2231281697953	0.978135971180165
BRX8.1	2	4	1.9132640586685	0.974903137332882
BRX8.1	3	4	1.94147548901754	0.974641018495731
BRX8.1	4	4	2.1328155371121	0.972245087508939
BRX8.1	5	4	1.71880184878341	0.978791883709865
BRX8.1	6	4	1.76937126681429	0.981797937699486
BRX8.1	7	4	1.86972048840062	0.983311752384256
BRX8.1	8	4	1.64962007105067	0.990107597814629
BRX8.1	1	11	2.23729296382865	0.975762093025415
BRX8.1	2	11	2.13405023668389	0.981645111513763
BRX8.1	3	11	2.22543890027883	0.973986986607022
BRX8.1	4	11	2.19309629567995	0.972170748633699
BRX8.1	5	11	2.07771443798076	0.975001762790378
BRX8.1	6	11	1.99720168048465	0.977659841489647
BRX8.1	7	11	1.93035645712251	0.977680639037546
BRX8.1	8	11	2.02895083269601	0.982390273049028
BRX8.1	1	17	1.1263336402412	0.995631775792554
BRX8.1	2	17	1.0084469133783	0.98866148569976
BRX8.1	3	17	0.988565995240562	0.997626695420629
BRX8.1	4	17	1.05331176872293	0.986440640104399
BRX8.1	5	17	1.01670851152851	0.988777650410758
BRX8.1	6	17	1.00918103736764	0.994724636413701
BRX8.1	7	17	1.04157546390055	0.992729036977723
BRX8.1	8	17	1.12919921310445	0.990038090107431
BRX8.2	1	-1	1.95282078770924	0.971847178897703
BRX8.2	2	-1	1.76738208201341	0.990914085355442
BRX8.2	3	-1	1.70856248293583	0.972800020612144
BRX8.2	4	-1	1.67064218068036	0.981207655931704
BRX8.2	5	-1	1.61239887427085	0.978086540935959
BRX8.2	6	-1	1.63725211475785	0.983392067134715
BRX8.2	7	-1	1.77500905935646	0.982739107537067
BRX8.2	8	-1	1.84233039879322	0.983411560495655
BRX8.2	1	4	2.36954128842609	0.961030816666184
BRX8.2	2	4	1.90585583454531	0.940567773196531
BRX8.2	3	4	1.64154214621682	0.906684217454497
BRX8.2	4	4	1.88629093363344	0.948055301728665
BRX8.2	5	4	2.06008155726142	0.9546592898487
BRX8.2	6	4	1.83703033373358	0.926616850690833
BRX8.2	7	4	1.68945741351841	0.963004030293003
BRX8.2	8	4	2.04210010136868	0.968356158949691
BRX8.2	1	11	2.28571309831663	0.915614596416374
BRX8.2	2	11	1.98581739217719	0.916434281016079
BRX8.2	3	11	1.98025749404239	0.904539241961144
BRX8.2	4	11	1.71424268381094	0.901327714529121
BRX8.2	5	11	2.01726101141672	0.936905332397638
BRX8.2	6	11	2.09165090026613	0.951517259729108
BRX8.2	7	11	2.1892128631236	0.920719808693724
BRX8.2	8	11	2.32948455477772	0.960509417691423
BRX8.2	1	17	2.46307450218709	0.849056558873666
BRX8.2	2	17	1.01748344882257	0.906088827611736
BRX8.2	3	17	1.09256104919232	0.921700453601338
BRX8.2	4	17	0.92941899671446	0.902327373810139
BRX8.2	5	17	0.947696498209038	0.947207943430052
BRX8.2	6	17	0.978986368271019	0.953037399442637
BRX8.2	7	17	0.95141068259937	0.951094573288218
BRX8.2	8	17	1.08516885943814	0.994533251020577
BRX8.3	1	-1	1.60099094088077	0.985896820648212
BRX8.3	2	-1	1.68652764680711	0.981926550249409
BRX8.3	3	-1	1.44115838598055	0.975595639755588
BRX8.3	4	-1	1.47358736058729	0.985119535745674
BRX8.3	5	-1	1.35985707093657	0.991307270895239
BRX8.3	6	-1	1.31964786793959	0.986457754106095
BRX8.3	7	-1	1.37995793866022	0.978797459327231
BRX8.3	8	-1	1.6748615314712	0.987085915611934
BRX8.3	1	4	2.19309474034859	0.962086832377712
BRX8.3	2	4	1.54987336227789	0.962521433329146
BRX8.3	3	4	1.84796292918899	0.953688108206578
BRX8.3	4	4	1.80943553248563	0.965388527522862
BRX8.3	5	4	1.77208751349588	0.977877707962535
BRX8.3	6	4	1.66576437654572	0.964782547005868
BRX8.3	7	4	1.5669970240848	0.952185095545029
BRX8.3	8	4	1.70623249777156	0.972579857304947
BRX8.3	1	11	2.15413687623577	0.955296232536209
BRX8.3	2	11	1.9308048163044	0.959243270579435
BRX8.3	3	11	1.84462552572866	0.970973239248325
BRX8.3	4	11	1.85547393800296	0.967463253712214
BRX8.3	5	11	1.93378753762657	0.968734749814634
BRX8.3	6	11	1.90235699288837	0.968279397315896
BRX8.3	7	11	1.91137840638464	0.944656016061049
BRX8.3	8	11	2.09939760792174	0.962989510598792
BRX8.3	1	17	0.992508445918785	0.989744220152454
BRX8.3	2	17	1.08129600688045	0.949807795158488
BRX8.3	3	17	1.08087929610676	0.932280122398712
BRX8.3	4	17	0.909772720858188	0.972239556823603
BRX8.3	5	17	1.03381854642038	0.922503490801594
BRX8.3	6	17	1.04502924743536	0.932099832726294
BRX8.3	7	17	1.03726301861151	0.950763646008231
BRX8.3	8	17	0.994711920835336	0.993041182091602
BRX8.4	1	-1	1.5328130874557	0.992793383803666
BRX8.4	2	-1	1.35753736633353	0.98419647416882
BRX8.4	3	-1	1.34445021833716	0.990898410642137
BRX8.4	4	-1	1.2843917642072	0.992179070703586
BRX8.4	5	-1	1.09503001164857	0.993998920871723
BRX8.4	6	-1	1.20468795934929	0.99220560363099
BRX8.4	7	-1	1.28591111244482	0.991689795262226
BRX8.4	8	-1	1.20007131021212	0.997721726398964
BRX8.4	1	4	1.52395464763419	0.989312707956992
BRX8.4	2	4	1.66157785547913	0.968630965931221
BRX8.4	3	4	1.62311117929492	0.966048647586837
BRX8.4	4	4	1.53908750813072	0.961902713672415
BRX8.4	5	4	1.58596587047553	0.970803308545987
BRX8.4	6	4	1.46299156285405	0.960759049226176
BRX8.4	7	4	1.5557438653002	0.969014173286807
BRX8.4	8	4	1.39887781651267	0.987581258826839
BRX8.4	1	11	1.63407478342811	0.994788774114573
BRX8.4	2	11	1.53166743510742	0.982315611873592
BRX8.4	3	11	1.57350496021947	0.984368707002518
BRX8.4	4	11	1.64378738594021	0.989894240988246
BRX8.4	5	11	1.56357198844518	0.989330829135878
BRX8.4	6	11	1.67392272863182	0.990800989042057
BRX8.4	7	11	1.66157760107617	0.97656764431959
BRX8.4	8	11	1.81385955632763	0.986761003323696
BRX8.4	1	17	1.09793237686391	0.996736454990333
BRX8.4	2	17	1.55207484054144	0.942393259359323
BRX8.4	3	17	1.78568516271811	0.901143987574549
BRX8.4	4	17	1.62664183385767	0.893468272876438
BRX8.4	5	17	1.80462981279238	0.942490275222392
BRX8.4	6	17	1.74894235224507	0.946463843506159
BRX8.4	7	17	1.69630266512254	0.954768887920722
BRX8.4	8	17	1.52410243973053	0.972437047022821
BRX8.5	1	-1	2.03229696733716	0.986547836712525
BRX8.5	2	-1	1.65176198226832	0.986864850753371
BRX8.5	3	-1	1.7170383076623	0.986341434698055
BRX8.5	4	-1	1.59299564332289	0.988090009448221
BRX8.5	5	-1	1.59127840356976	0.979411592372034
BRX8.5	6	-1	1.51982622188435	0.972967863026303
BRX8.5	7	-1	1.7055478712301	0.988260151729888
BRX8.5	8	-1	2.22703005148936	0.959808950521679
BRX8.5	1	4	2.24028929001703	0.97068657862755
BRX8.5	2	4	1.85587605544779	0.967354697016958
BRX8.5	3	4	1.87021469448439	0.971607925354471
BRX8.5	4	4	1.5930009436972	0.967031578858892
BRX8.5	5	4	1.52421130461966	0.991252571507537
BRX8.5	6	4	1.74927597869655	0.977645442414661
BRX8.5	7	4	1.77538473968623	0.979456155420923
BRX8.5	8	4	2.04759140761867	0.970997002495026
BRX8.5	1	11	2.3162748631776	0.956304261758928
BRX8.5	2	11	2.35143719986833	0.950580120346983
BRX8.5	3	11	2.15869368130977	0.959051080691786
BRX8.5	4	11	2.38452549539301	0.975058868152121
BRX8.5	5	11	2.19124869213432	0.97933741148017
BRX8.5	6	11	2.19530904302882	0.963024935503403
BRX8.5	7	11	1.99558630455927	0.94567293067226
BRX8.5	8	11	2.42451851105132	0.9673862300983
BRX8.5	1	17	0.962848780064073	0.990955473958642
BRX8.5	2	17	1.29787321911569	0.966150150749087
BRX8.5	3	17	1.28979867030168	0.801210289403856
BRX8.5	4	17	1.27946643861509	0.841271563080728
BRX8.5	5	17	1.42481575568129	0.802422100081102
BRX8.5	6	17	1.18687396590902	0.837211371270824
BRX8.5	7	17	1.10887100483843	0.948518369609114
