strain	replicate	temp	mumax/day	r2
BRX8.5	8	17	1.25140153227198	0.986345870880089
BRX8.6	1	-1	1.43161570199963	0.994121734814244
BRX8.6	2	-1	1.38753369067758	0.992534097533793
BRX8.6	3	-1	1.47091262058894	0.991601527987522
BRX8.6	4	-1	1.49935894927748	0.988543816361808
BRX8.6	5	-1	1.49260303999822	0.992335314954439
BRX8.6	6	-1	3.23670550526048	0.923063790432649
BRX8.6	7	-1	1.50227146693837	0.99755764138437
BRX8.6	8	-1	1.56202291310943	0.993728009262179
BRX8.6	1	4	1.85169778126679	0.958555162684111
BRX8.6	2	4	1.89283775058873	0.968076397393837
BRX8.6	3	4	1.86293976706462	0.981521376009183
BRX8.6	4	4	1.90159203593115	0.951866682915274
BRX8.6	5	4	1.64562965826846	0.978205969820564
BRX8.6	6	4	1.88131003187873	0.961245075493538
BRX8.6	7	4	1.67727097890015	0.977749841646987
BRX8.6	8	4	1.84040835586363	0.972108438771238
BRX8.6	1	11	2.26856853712481	0.954088320165692
BRX8.6	2	11	2.0328237960991	0.963856612277375
BRX8.6	3	11	2.05194343565889	0.979685276295145
BRX8.6	4	11	2.0527275048248	0.984884231348868
BRX8.6	5	11	2.15386475531877	0.977544391918735
BRX8.6	6	11	1.97961302782118	0.981101975906466
BRX8.6	7	11	2.07056673811251	0.975845968836572
BRX8.6	8	11	2.16238484287905	0.981445607152334
BRX8.6	1	17	1.38640941362224	0.994098325254867
BRX8.6	2	17	1.25022671726551	0.991648577205397
BRX8.6	3	17	1.41342024732067	0.984222774102204
BRX8.6	4	17	1.11678866138449	0.984482858394681
BRX8.6	5	17	1.23830574451528	0.986755685985418
BRX8.6	6	17	1.07370415561889	0.98917202430538
BRX8.6	7	17	1.23179862979407	0.997740025842786
BRX8.6	8	17	1.42054627067729	0.994606549808891
BRX8.7	1	-1	1.77894014107892	0.972628187468376
BRX8.7	2	-1	1.51868953299919	0.981831622491224
BRX8.7	3	-1	1.54191585273735	0.973285972655318
BRX8.7	4	-1	1.4745492117878	0.970456623549778
BRX8.7	5	-1	1.61176983558495	0.982510462694049
BRX8.7	6	-1	1.59611026006581	0.985093184880932
BRX8.7	7	-1	1.48554415621166	0.97815228294023
BRX8.7	8	-1	1.52066120573288	0.987775266838786
BRX8.7	1	4	2.28290586973223	0.990082903587819
BRX8.7	2	4	2.22272091209343	0.989796400843244
BRX8.7	3	4	2.18642391897394	0.988942853726364
BRX8.7	4	4	2.18293347419574	0.977718466257917
BRX8.7	5	4	2.17295828236143	0.976683972232934
BRX8.7	6	4	2.09387931163443	0.982166761121662
BRX8.7	7	4	2.13191609564393	0.984689724471109
BRX8.7	8	4	2.10890422766222	0.9853178755453
BRX8.7	1	11	2.67112530661023	0.99176542784211
BRX8.7	2	11	2.58434920779002	0.990706881985557
BRX8.7	3	11	2.55660606797722	0.991683041015134
BRX8.7	4	11	2.48165787770185	0.993086523860955
BRX8.7	5	11	2.52872080419569	0.992850691309182
BRX8.7	6	11	2.59221872202371	0.992564422893919
BRX8.7	7	11	2.57784863025049	0.989978313437376
BRX8.7	8	11	2.48462119569461	0.98567517904641
BRX8.7	1	17	1.82264841311107	0.99102129286261
BRX8.7	2	17	1.90937015251199	0.985729054055224
BRX8.7	3	17	1.89085328818384	0.986659000200243
BRX8.7	4	17	1.78687208788004	0.984755351426535
BRX8.7	5	17	1.63867745088444	0.991934998268571
BRX8.7	6	17	1.61387040243656	0.993021749599919
BRX8.7	7	17	1.52352794823313	0.99268212119843
BRX8.7	8	17	1.60506860597609	0.991754192708042
BRX8.8	1	-1	1.61290727905194	0.970763094613491
BRX8.8	2	-1	1.84642207438157	0.976867542858644
BRX8.8	3	-1	1.67066925707912	0.984514982965187
BRX8.8	4	-1	1.75543358315911	0.981761209289097
BRX8.8	5	-1	1.72019128775354	0.981451085214242
BRX8.8	6	-1	1.70833860819736	0.972601670361606
BRX8.8	7	-1	1.86870033467863	0.985801856745911
BRX8.8	8	-1	1.71388768934327	0.988393463342616
BRX8.8	1	4	2.39398624423413	0.989702557713087
BRX8.8	2	4	2.10341033290743	0.959725031102482
BRX8.8	3	4	2.00849002312631	0.975693026257201
BRX8.8	4	4	2.05683561797677	0.928516244286853
BRX8.8	5	4	1.90129578786197	0.978139396072272
BRX8.8	6	4	2.15508081332492	0.947441709422357
BRX8.8	7	4	2.09734408048319	0.972898524421711
BRX8.8	8	4	2.3149430406033	0.982574342299321
BRX8.8	1	11	2.22412919593523	0.974320179298962
BRX8.8	2	11	2.09425301105864	0.971913190374375
BRX8.8	3	11	1.98680479892956	0.965648373183491
BRX8.8	4	11	2.09933192314375	0.951211527061349
BRX8.8	5	11	1.95972142439821	0.955497321577274
BRX8.8	6	11	1.90729787770101	0.976949292033772
BRX8.8	7	11	1.8214383190949	0.967018437505952
BRX8.8	8	11	2.10200718628417	0.982216755550377
BRX8.8	1	17	1.93108155367954	0.985130556395445
BRX8.8	2	17	2.0024747110359	0.986191563818027
BRX8.8	3	17	1.80979897424222	0.986427783242328
BRX8.8	4	17	1.9026259005803	0.982198405338143
BRX8.8	5	17	1.95476936765512	0.98387415601222
BRX8.8	6	17	1.93242680912578	0.985886623648341
BRX8.8	7	17	2.00379169516972	0.983412926557059
BRX8.8	8	17	1.83907965551008	0.986172953627032
BRX8.9	1	-1	1.88342460271802	0.970925262519489
BRX8.9	2	-1	2.01640953582619	0.972000345956272
BRX8.9	3	-1	1.80101905533917	0.962757656420935
BRX8.9	4	-1	1.68925608541171	0.979140525985342
BRX8.9	5	-1	1.66121937409948	0.960736615553192
BRX8.9	6	-1	1.7500732108827	0.97490546005922
BRX8.9	7	-1	1.6798524691008	0.985890150325264
BRX8.9	8	-1	1.94337707502981	0.982977937793143
BRX8.9	1	4	2.24322256061157	0.96695013758294
BRX8.9	2	4	2.00846800358825	0.942162206621472
BRX8.9	3	4	1.93561604789497	0.898803583183547
BRX8.9	4	4	1.83610166673402	0.918183218892073
BRX8.9	5	4	1.80795652720204	0.899103662317712
BRX8.9	6	4	1.76295802839389	0.952787821322163
BRX8.9	7	4	1.87756460792229	0.952276419491805
BRX8.9	8	4	2.20129536369209	0.966399253073173
BRX8.9	1	11	1.95198491975366	0.977604235464886
BRX8.9	2	11	1.84909575564404	0.956410257471708
BRX8.9	3	11	1.95329289361461	0.958377355878366
BRX8.9	4	11	2.13076548730114	0.972672013857239
BRX8.9	5	11	2.00318761512709	0.983419271967421
BRX8.9	6	11	1.65692446853751	0.970632813621099
BRX8.9	7	11	1.55569614373777	0.990691506150632
BRX8.9	8	11	2.06137868727949	0.978553593310598
BRX8.9	1	17	1.18331373447717	0.994140300174995
BRX8.9	2	17	1.10789576965931	0.997415130509724
BRX8.9	3	17	1.21886609580613	0.995684942122941
BRX8.9	4	17	1.15437693357571	0.991812557132906
BRX8.9	5	17	1.09070018778611	0.992079958744544
BRX8.9	6	17	1.20536935892253	0.993767280579526
BRX8.9	7	17	1.09785743035401	0.995253657073924
BRX8.9	8	17	0.901666270481868	0.996028465684035
BRX9.1	1	-1	1.82072831193216	0.979263971142363
BRX9.1	2	-1	1.68414931625475	0.980006038509429
BRX9.1	3	-1	1.46844965988956	0.977402185883662
BRX9.1	4	-1	1.4880991818367	0.975965100753767
BRX9.1	5	-1	1.21251856810841	0.971940495620394
BRX9.1	6	-1	1.65267278740864	0.97235266482296
BRX9.1	7	-1	1.51158820985024	0.969393824981999
BRX9.1	8	-1	1.67231488436975	0.984149118867594
BRX9.1	1	4	2.26638013945615	0.96229590732551
BRX9.1	2	4	2.02552537156401	0.96722739014777
BRX9.1	3	4	1.63677567669217	0.940727360232476
BRX9.1	4	4	1.77090297409985	0.9454587417911
BRX9.1	5	4	1.69462929101565	0.933343388021853
BRX9.1	6	4	1.71263039194692	0.959531761178694
BRX9.1	7	4	1.99028032703694	0.966117144277259
BRX9.1	8	4	2.19038500809152	0.98034804731672
BRX9.1	1	11	2.49688420670709	0.976291329357462
BRX9.1	2	11	2.22616910994745	0.97061031524892
BRX9.1	3	11	2.3428000027248	0.978113965438431
BRX9.1	4	11	2.28764433953913	0.987736900313422
BRX9.1	5	11	2.37086607480247	0.986143413897045
BRX9.1	6	11	2.15341619381727	0.989112241967025
BRX9.1	7	11	2.13251407104228	0.9878701482383
BRX9.1	8	11	2.31454382060636	0.983631285919067
BRX9.1	1	17	1.18212461845656	0.991363806656199
BRX9.1	2	17	1.2024674134005	0.996159461786724
BRX9.1	3	17	1.15070466906858	0.995127771710645
BRX9.1	4	17	1.17449826461669	0.995045405124124
BRX9.1	5	17	1.21776485037012	0.993533496489134
BRX9.1	6	17	1.10590128843386	0.996696391750753
BRX9.1	7	17	1.15298586860331	0.994380816072003
BRX9.1	8	17	1.18722238315833	0.991353595331549
MB02u-1	1	-1	1.46552598013862	0.982410962095328
MB02u-1	2	-1	1.62564137570282	0.993760723484496
MB02u-1	3	-1	1.48070318535032	0.991072443995447
MB02u-1	4	-1	1.26848855309021	0.977398722111194
MB02u-1	5	-1	1.61119334705161	0.994262068880773
MB02u-1	6	-1	1.59627909522164	0.99270288419217
MB02u-1	7	-1	1.71532700733346	0.995303417220033
MB02u-1	8	-1	1.68379593556232	0.983665106647166
MB02u-1	1	4	1.95933633589796	0.994615069937267
MB02u-1	2	4	1.80928512905301	0.994034664189737
MB02u-1	3	4	1.72187364274214	0.996244634594292
MB02u-1	4	4	1.63940487595057	0.996988130087305
MB02u-1	5	4	1.7547211210059	0.996014737916409
MB02u-1	6	4	1.76334616311879	0.996890181008174
MB02u-1	7	4	1.8595207550943	0.994256268296887
MB02u-1	8	4	1.81487844734937	0.994625481227754
MB02u-1	1	11	1.73740339223908	0.99257429378845
MB02u-1	2	11	1.69717714001339	0.996580073756881
MB02u-1	3	11	1.53126132161197	0.9839543778342
MB02u-1	4	11	1.32399811626514	0.97148916983065
MB02u-1	5	11	1.48043322848519	0.973064006232781
MB02u-1	6	11	1.63929442984701	0.975291804391757
MB02u-1	7	11	1.80373211262179	0.992403634494624
MB02u-1	8	11	1.89485809914537	0.994771953526766
MB02u-1	1	17	1.36393640886279	0.991764393143818
MB02u-1	2	17	1.32299818660173	0.979790137042596
MB02u-1	3	17	1.12347085979366	0.987237862045765
MB02u-1	4	17	0.980267438303104	0.993025602945946
MB02u-1	5	17	0.979148556619305	0.995390393885184
MB02u-1	6	17	0.984000269905369	0.993303351995056
MB02u-1	7	17	0.867171373854785	0.997095084576971
MB02u-1	8	17	0.902093657136017	0.990320491966795
MB02u-10	1	-1	0.440543659315843	0.877369746509277
MB02u-10	2	-1	0.0931472154252456	0.886209277425096
MB02u-10	3	-1	1.80436015475378	0.988383975067293
MB02u-10	4	-1	1.86415778598743	0.990492424774538
MB02u-10	5	-1	1.77828644957299	0.994621249490782
MB02u-10	6	-1	1.77494133503111	0.99713318636649
MB02u-10	7	-1	1.77758965219598	0.994880455276517
MB02u-10	8	-1	1.47621920065584	0.993022877818347
MB02u-10	1	4	2.03012917294062	0.997617729572972
MB02u-10	2	4	2.13303905736457	0.997078750097108
MB02u-10	3	4	2.12126349904846	0.997240348808482
MB02u-10	4	4	2.13075363555356	0.997015506450141
MB02u-10	5	4	2.07229245630662	0.99740753874449
MB02u-10	6	4	2.11396742281759	0.997509404350952
MB02u-10	7	4	2.06861862432057	0.996952278328216
MB02u-10	8	4	1.95709562364652	0.997878427977072
MB02u-10	1	11	2.25556910862715	0.997651443720713
MB02u-10	2	11	1.94387973662046	0.998176673589866
MB02u-10	3	11	1.7560690303197	0.998750218385953
MB02u-10	4	11	1.73498303089944	0.998445921690943
MB02u-10	5	11	1.62365185998225	0.999194292741328
MB02u-10	6	11	1.71570633874894	0.998885631526729
MB02u-10	7	11	1.83591747184707	0.998646187200485
MB02u-10	8	11	2.06215284620213	0.998185410070445
MB02u-10	1	17	0.222711357245251	0.785226454232096
MB02u-10	2	17	0.23996590752226	0.977350768129282
MB02u-10	3	17	0.47550753964268	0.944155637684443
MB02u-10	4	17	0.344169220647699	0.722922879241434
MB02u-10	5	17	0.154184567441946	0.828472726730309
MB02u-10	6	17	0.260027660333035	0.934021305060847
MB02u-10	7	17	0.264128603090255	0.937176866640444
MB02u-10	8	17	0.162593662936659	0.895702105968163
MB02u-11	1	-1	0.928326713971375	0.997909929560747
MB02u-11	2	-1	1.23291016300675	0.997240511870661
MB02u-11	3	-1	1.52617862592556	0.993246263586478
MB02u-11	4	-1	1.44772407239159	0.991176664837739
MB02u-11	5	-1	1.46665226076255	0.990633187800341
MB02u-11	6	-1	1.4144046645344	0.992518854692317
MB02u-11	7	-1	1.23279675046636	0.997919752704057
MB02u-11	8	-1	1.19607940824758	0.999254648943087
MB02u-11	1	4	2.05522418075581	0.997415622797912
MB02u-11	2	4	1.97869047500547	0.996394685725606
MB02u-11	3	4	1.88946591001736	0.995161690973502
MB02u-11	4	4	1.87690056234765	0.994975624734605
MB02u-11	5	4	1.88912082686904	0.996292305016477
MB02u-11	6	4	1.94874078735247	0.994985200464888
MB02u-11	7	4	1.92429768677873	0.99631545993618
MB02u-11	8	4	1.91178027380345	0.996083556789391
MB02u-11	1	11	1.91172753115719	0.998480325820711
MB02u-11	2	11	1.61126172748805	0.998875904415816
MB02u-11	3	11	1.57053687982637	0.998864660016766
MB02u-11	4	11	1.44345928195718	0.998852929049036
MB02u-11	5	11	1.40857825691143	0.998626100412756
MB02u-11	6	11	1.45488748258115	0.999122152913617
MB02u-11	7	11	1.45876701066262	0.998487020804639
MB02u-11	8	11	1.65210667210578	0.998234524074154
MB02u-11	1	17	0.138158081771095	0.577305434640654
MB02u-11	2	17	0.0935761927759961	0.379278618557137
MB02u-11	3	17	0.148210750504272	0.627793846147792
MB02u-11	4	17	-0.0131018412042108	0.923562616385586
MB02u-11	5	17	0.164966969278753	0.606258535028918
MB02u-11	6	17	0.146893736579201	0.561868955252891
MB02u-11	7	17	0.0841012747445552	0.383775480906958
MB02u-11	8	17	0.0415294139044662	0.26307691694712
MB02u-12	1	-1	1.37862402187063	0.992788780694373
MB02u-12	2	-1	1.3980679948981	0.996568130131175
MB02u-12	3	-1	1.28782839520946	0.996051022909821
MB02u-12	4	-1	1.27438184130369	0.992443089170232
MB02u-12	5	-1	1.38836902324882	0.994698288743358
MB02u-12	6	-1	1.40275128284745	0.984195708711249
MB02u-12	7	-1	1.57897816127052	0.993648325877115
MB02u-12	8	-1	1.38390094509358	0.996096756116181
MB02u-12	1	4	1.93292440990156	0.991094677995193
MB02u-12	2	4	1.71812453086216	0.989356263992052
MB02u-12	3	4	1.55916026488114	0.973268838601221
MB02u-12	4	4	1.39933047497516	0.959728373553503
MB02u-12	5	4	1.63827144011728	0.982538286197134
MB02u-12	6	4	1.57053603339606	0.995857718022309
MB02u-12	7	4	1.6426638419721	0.997938309079995
MB02u-12	8	4	1.73436609845468	0.993016652543837
MB02u-12	1	11	1.36471827610024	0.996282719358138
MB02u-12	2	11	1.73661253218576	0.997673772389812
MB02u-12	3	11	1.61362752252022	0.997339669991559
MB02u-12	4	11	1.67170652499893	0.997169190824706
MB02u-12	5	11	1.76483801250956	0.996470157956661
MB02u-12	6	11	1.57594482977417	0.995394841445774
MB02u-12	7	11	1.5783545665137	0.994221276814976
MB02u-12	8	11	1.60694444640917	0.998880232432024
MB02u-12	1	17	0.833384405173011	0.993307652140411
MB02u-12	2	17	1.09498180237734	0.985172333746803
MB02u-12	3	17	1.26719734102148	0.991127117939482
MB02u-12	4	17	0.430970121793216	0.969025438360144
MB02u-12	5	17	0.28448339228845	0.934223489411758
MB02u-12	6	17	0.226788771695361	0.908912785594257
MB02u-12	7	17	0.255977399502549	0.905527431251938
MB02u-12	8	17	0.135556697952307	0.748529056933963
MB02u-14	1	-1	1.36020324388354	0.993353349181873
MB02u-14	2	-1	1.54124568140338	0.995515907371397
MB02u-14	3	-1	1.56010976762525	0.997906456426272
MB02u-14	4	-1	1.36188433994199	0.995052018391617
MB02u-14	5	-1	1.17439625519123	0.996048681850899
MB02u-14	6	-1	1.3928544627518	0.993749467857633
MB02u-14	7	-1	1.45343274596465	0.990603995579391
MB02u-14	8	-1	1.25322560978254	0.997250778311306
MB02u-14	1	4	2.37304384302665	0.996177937573669
MB02u-14	2	4	2.14348694006537	0.978153177349314
MB02u-14	3	4	1.89679040069905	0.963174739516099
MB02u-14	4	4	1.81354530132058	0.963052723066309
MB02u-14	5	4	1.89729622987419	0.973546284731438
MB02u-14	6	4	1.95067764318503	0.994558463209074
MB02u-14	7	4	2.2740959914719	0.970211037172302
MB02u-14	8	4	2.29394630282292	0.994677482449923
MB02u-14	1	11	2.13048469076607	0.996925020173982
MB02u-14	2	11	2.17160591836766	0.991430762664336
MB02u-14	3	11	1.77961508636664	0.994036773720515
MB02u-14	4	11	1.64256692051682	0.997231098442495
MB02u-14	5	11	1.58221714436771	0.997104816441638
MB02u-14	6	11	1.69388089588313	0.997978062360692
MB02u-14	7	11	1.94719198801276	0.996439257612814
MB02u-14	8	11	1.96209389707447	0.99745753701963
MB02u-14	1	17	0.104721365822088	0.831329979855731
MB02u-14	2	17	0.260198613406957	0.657440389663825
MB02u-14	3	17	0.276078856942857	0.732156665897129
MB02u-14	4	17	0.200659793413216	0.284122832959231
MB02u-14	5	17	0.257964442603703	0.508211953357896
MB02u-14	6	17	0.426235695627944	0.798635791777051
MB02u-14	7	17	0.3380053124974	0.753514954284608
MB02u-14	8	17	0.0974464353712138	0.967466491206069
MB02u-18	1	-1	1.37839415435761	0.996036778531361
MB02u-18	2	-1	1.50554086468927	0.99675529986349
MB02u-18	3	-1	1.32219564497286	0.993923336798728
MB02u-18	4	-1	1.29749446590877	0.993952009699324
MB02u-18	5	-1	1.2715344817265	0.993756616804351
MB02u-18	6	-1	1.51025465526779	0.995742367395751
MB02u-18	7	-1	1.60905612120863	0.991271429819197
MB02u-18	8	-1	1.44244519427365	0.996849554085385
MB02u-18	1	4	1.78254091427117	0.995963379862214
MB02u-18	2	4	1.6164440371674	0.99535286847445
MB02u-18	3	4	1.48839576216819	0.972019938953029
MB02u-18	4	4	1.46510082825703	0.961562767147252
MB02u-18	5	4	1.5076038079699	0.972142407248646
MB02u-18	6	4	1.41502134236335	0.995615527684738
MB02u-18	7	4	1.60163982082474	0.996075704885219
MB02u-18	8	4	1.44320517366471	0.996717067163736
MB02u-18	1	11	1.65440411991221	0.997808844104381
MB02u-18	2	11	1.60123934122069	0.995477916964233
MB02u-18	3	11	1.48034859040579	0.995561511047078
MB02u-18	4	11	1.50626482038717	0.994928948082334
MB02u-18	5	11	1.73216079863056	0.99584679909136
MB02u-18	6	11	1.57319935615	0.997800219266372
MB02u-18	7	11	1.67245555932641	0.99382054150332
MB02u-18	8	11	1.98170895760576	0.998040885592304
MB02u-18	1	17	1.3701564186195	0.994019041326807
MB02u-18	2	17	0.97334796359138	0.991468599444788
MB02u-18	3	17	0.910768720995877	0.982770460949146
MB02u-18	4	17	1.78302565303442	0.576927401907545
MB02u-18	5	17	0.680932015211794	0.982294848053979
MB02u-18	6	17	0.552311303165864	0.990019243009059
MB02u-18	7	17	0.628635444532436	0.976158284397422
MB02u-18	8	17	0.487376215200463	0.992078138212944
MB02u-19	1	-1	1.405277015117	0.990030172550119
MB02u-19	2	-1	1.34457149855945	0.996916110822354
MB02u-19	3	-1	1.5821442726847	0.992181819248516
MB02u-19	4	-1	1.39357250551413	0.989956608899947
MB02u-19	5	-1	1.29433799624282	0.994753298033686
MB02u-19	6	-1	1.40739223434475	0.998102061411227
MB02u-19	7	-1	1.32658042765235	0.998036525069652
MB02u-19	8	-1	1.54018600465397	0.993408348062045
MB02u-19	1	4	1.80828549544555	0.994785723922214
MB02u-19	2	4	1.71311084872449	0.994529144258651
MB02u-19	3	4	1.62618703119896	0.990273283481624
MB02u-19	4	4	1.66680317066288	0.982467780321581
MB02u-19	5	4	1.68468424693177	0.992815712438123
MB02u-19	6	4	1.47998668977663	0.996041894198993
MB02u-19	7	4	1.5882353071306	0.996687791430613
MB02u-19	8	4	1.74074696929637	0.99301762555216
MB02u-19	1	11	1.52345366590827	0.997916717496572
MB02u-19	2	11	1.59744133659811	0.997118466178072
MB02u-19	3	11	1.52519391695413	0.99655798519751
MB02u-19	4	11	1.5280506777662	0.995681456897627
MB02u-19	5	11	1.71952014623064	0.996832757743166
MB02u-19	6	11	1.70365610321475	0.996758233787542
MB02u-19	7	11	1.58941249762384	0.996889459256958
MB02u-19	8	11	1.74983431598267	0.998380047068543
MB02u-19	1	17	0.865241266019425	0.986179092297154
MB02u-19	2	17	0.772650004991117	0.982994007446237
MB02u-19	3	17	1.79972605346713	0.970912096321323
MB02u-19	4	17	0.586065254396357	0.956153453498207
MB02u-19	5	17	0.548865717234766	0.98972574819904
MB02u-19	6	17	0.550194911169624	0.986920003059071
MB02u-19	7	17	0.772893908839719	0.979725241898209
MB02u-19	8	17	0.495927161296153	0.989719808591787
MB02u-6	1	-1	1.51505758188298	0.951845064742019
MB02u-6	2	-1	1.56531610183056	0.947983261387372
MB02u-6	3	-1	1.4409735257123	0.97216579574645
MB02u-6	4	-1	1.00065792956548	0.988699305906843
MB02u-6	5	-1	1.36178243485868	0.996546259790656
MB02u-6	6	-1	1.33097920191449	0.985750390212677
MB02u-6	7	-1	1.28201894745364	0.976153697291374
MB02u-6	8	-1	1.35339247083242	0.991703179041698
MB02u-6	1	4	2.33110109047581	0.996811742467408
MB02u-6	2	4	1.91870185567753	0.99194319184971
MB02u-6	3	4	1.94327748289044	0.991121799752934
MB02u-6	4	4	1.96523454130551	0.99248132454987
MB02u-6	5	4	1.84555579873852	0.992339887068507
MB02u-6	6	4	1.47511544896744	0.987607262504743
MB02u-6	7	4	1.40708704771409	0.993880431388239
MB02u-6	8	4	1.75138791040569	0.992498722007653
MB02u-6	1	11	1.83137113551441	0.998096489778205
MB02u-6	2	11	1.68127247821616	0.997608350708051
MB02u-6	3	11	1.51364442882512	0.974884148028836
MB02u-6	4	11	1.31672324886582	0.950493332036006
MB02u-6	5	11	1.05217155708801	0.914743794949258
MB02u-6	6	11	1.32489302497978	0.969904340762543
MB02u-6	7	11	1.57122510361785	0.999180378644033
MB02u-6	8	11	1.822582213674	0.998796615979516
MB02u-6	1	17	0.642737324583986	0.919306393221403
MB02u-6	2	17	0.0586692869139688	0.675281550287031
MB02u-6	3	17	1.53954761621293	0.692097037143543
MB02u-6	4	17	0.0553375980877466	0.485366077876795
MB02u-6	5	17	0.203074095948853	0.909649661792478
MB02u-6	6	17	0.102657859566871	0.398817323015855
MB02u-6	7	17	0.0315023467109116	0.880714219389196
MB02u-6	8	17	0.123021541070994	0.924879455921791
MB02u-7	1	-1	1.5235480664859	0.998446400817396
MB02u-7	2	-1	1.70179729243093	0.993132033509111
MB02u-7	3	-1	1.71425118355495	0.9961781508848
MB02u-7	4	-1	1.38936664325172	0.997411304780019
MB02u-7	5	-1	1.37837649714431	0.997192765624942
MB02u-7	6	-1	1.41321144490645	0.997092978312311
MB02u-7	7	-1	1.48673331692468	0.995101265892967
MB02u-7	8	-1	1.35547423146995	0.998708812753967
MB02u-7	1	4	2.2875833768055	0.995624575566305
MB02u-7	2	4	2.0834551692432	0.995885927912737
MB02u-7	3	4	1.83650614045578	0.998037771953416
MB02u-7	4	4	1.73289364829403	0.995849352511178
MB02u-7	5	4	1.77825139451825	0.995479367545596
MB02u-7	6	4	1.79956217029938	0.99820142582381
MB02u-7	7	4	2.14910713964252	0.996582914880906
MB02u-7	8	4	2.28651258790233	0.993164389732287
MB02u-7	1	11	1.54180155954615	0.999103643758752
MB02u-7	2	11	1.27979822308483	0.999348583796204
MB02u-7	3	11	1.12140596452035	0.998872438399537
MB02u-7	4	11	0.9863841150904	0.894063461823477
MB02u-7	5	11	0.995498076219981	0.894310281751296
MB02u-7	6	11	0.94880697938684	0.999035374459108
MB02u-7	7	11	0.95167031113154	0.999447765867766
MB02u-7	8	11	1.18971191106157	0.999596666187006
MB02u-7	1	17	0.00271308267315163	0.704258597884945
MB02u-7	2	17	0.120679601287766	0.45961867492116
MB02u-7	3	17	0.215477940222625	0.852405872371146
MB02u-7	4	17	0.256018726067885	0.816067041347832
MB02u-7	5	17	0.120416661607956	0.598866238597028
MB02u-7	6	17	0.148624631138155	0.393045843799242
MB02u-7	7	17	0.14227727249254	0.88807428269555
MB02u-7	8	17	0.00906688232075756	0.390788544357026
MB02u-9	1	-1	1.53698683831997	0.997125365664968
MB02u-9	2	-1	1.66876384112231	0.998990651529207
MB02u-9	3	-1	1.70550708982941	0.997109466631433
MB02u-9	4	-1	1.53530585386567	0.998280182097623
MB02u-9	5	-1	1.50781767529103	0.996902440251618
MB02u-9	6	-1	1.55283914455864	0.998546274256383
MB02u-9	7	-1	1.67313262630482	0.998204086947459
MB02u-9	8	-1	1.67793375520512	0.996759783620651
MB02u-9	1	4	1.8631801644643	0.996951241845819
MB02u-9	2	4	1.74849546006705	0.996790428567959
MB02u-9	3	4	1.66827690010301	0.996991358746485
MB02u-9	4	4	1.61089613281181	0.997716824403404
MB02u-9	5	4	1.64270868341814	0.996405850941929
MB02u-9	6	4	1.70254186411516	0.997243876079319
MB02u-9	7	4	1.81337605141778	0.996021064362933
MB02u-9	8	4	1.83107746941592	0.997629618633911
MB02u-9	1	11	2.03032518326294	0.998250902313734
MB02u-9	2	11	1.84039481387527	0.996200247412235
MB02u-9	3	11	1.63146444213644	0.995528990937184
MB02u-9	4	11	1.28306116184285	0.97336024652176
MB02u-9	5	11	1.29587257826053	0.973702006542547
MB02u-9	6	11	1.43348784451665	0.98953003155769
MB02u-9	7	11	1.73776696728112	0.997921208153835
MB02u-9	8	11	1.86946349996885	0.998796593979979
MB02u-9	1	17	0.289494851715645	0.978159727085527
MB02u-9	2	17	0.645410682326174	0.994228598603936
MB02u-9	3	17	0.698135288825989	0.969693694027518
MB02u-9	4	17	0.469992120213222	0.972404818269906
MB02u-9	5	17	0.388500847566035	0.984648940148246
MB02u-9	6	17	0.333048732457134	0.948615377509335
MB02u-9	7	17	0.461782266153798	0.971506140220874
MB02u-9	8	17	0.231026440721332	0.986039662211365
MB3u-22	1	-1	1.19605296245594	0.998778441703248
MB3u-22	2	-1	1.49116061520648	0.995345082467669
MB3u-22	3	-1	1.16899798208425	0.994128479026031
MB3u-22	4	-1	1.18995794620804	0.993996702031632
MB3u-22	5	-1	1.23668784413388	0.992536113517547
MB3u-22	6	-1	1.20286038128844	0.994348578619083
MB3u-22	7	-1	1.34363705685375	0.994343857018741
MB3u-22	8	-1	1.32768915841815	0.993704385596455
MB3u-22	1	4	2.0399905640671	0.954364421711036
MB3u-22	2	4	1.93099686664589	0.892649260164364
MB3u-22	3	4	1.78544526541205	0.886651010179285
MB3u-22	4	4	1.72412292895451	0.876888542147488
MB3u-22	5	4	1.73100447361795	0.870000648850785
MB3u-22	6	4	1.661027696915	0.863921551689701
MB3u-22	7	4	1.82322896523799	0.885755821898955
MB3u-22	8	4	1.87433726507064	0.889135926156795
MB3u-22	1	11	1.55252353761343	0.976424297007371
MB3u-22	2	11	1.14056973409209	0.997016571301021
MB3u-22	3	11	0.896885392673249	0.998887093735908
MB3u-22	4	11	0.785929195584572	0.99474174850572
MB3u-22	5	11	0.927303762153513	0.96937468162387
MB3u-22	6	11	1.03303353349701	0.976483199599335
MB3u-22	7	11	1.16206490999721	0.970223594805335
MB3u-22	8	11	1.39041999495841	0.977699946993724
MB3u-22	1	17	2.49168924346631	0.921816391447961
MB3u-22	2	17	0.0423444666981049	0.779888569362618
MB3u-22	3	17	0.0666652994367338	0.394146171714058
MB3u-22	4	17	0.155992454799535	0.25618549166976
MB3u-22	5	17	0.00668873602778049	0.612648234906826
MB3u-22	6	17	0.0870918989902828	0.201265471102978
MB3u-22	7	17	0.0801828021128045	0.353385377377675
