Clade	b	Tmin	c	Tmax	topt
1	Clade A1	0.0832073301538045	22.4666867701917	0.190207995205599	3.14285357205422	1.80247534647037
2	Clade A2	0.119932060139118	19.401855850708	0.178595225584065	1.9695494506594	1.84331654296557
3	Clade B	0.106511252568106	34.6290137783218	0.183447462965577	2.12285618689788	1.5667904048271
4	Clade C	0.0254617781726635	7.62475943252592	0.197687194067973	0.872517611370314	1.32234661772848
