Clade	j	b	Tmin	c	Tmax	topt	resid
1975	Clade A2	975	0.105694371094346	261.265391542546	0.147722222216228	290.929075857082	8.60000000000002	8.11113662024292e-15
1981	Clade A2	981	0.0530580363018009	249.960203844543	0.210908150202749	291.075430909787	8.39999999999998	1.2490009027033e-15
1983	Clade A2	983	0.136335390790097	259.806494658966	0.0557912608930317	291.693646085344	5.80000000000001	7.85046229341888e-16
1985	Clade A2	985	0.0927224226596368	255.428147897355	0.0581559818660159	295.337145507816	7.10000000000002	5.35330155814915e-16
1988	Clade A2	988	0.0399355148210109	241.783581145838	0.398076569700798	291.96468966204	11.7	1.14304456355485e-15
1991	Clade A2	991	0.169135318522104	260.517243100469	0.0279598391446565	298.991560479642	9.10000000000002	2.71947991102104e-16
1994	Clade A2	994	0.218651177844784	259.679685409421	0.0265268785561122	294.196885785325	5.80000000000001	5.76888805915069e-16
1995	Clade A2	995	0.0105807155909623	158.215851512003	0.498007282159481	291.719927313061	10.4	3.50776014412348e-15
1996	Clade A2	996	0.0695169709443143	254.849646603617	0.166681110682002	291.862632680717	8.69999999999999	1.48122226308071e-15
1997	Clade A2	997	0.132502848986936	261.718438490537	0.0721883344771298	295.013264506011	9.39999999999998	2.31555370595762e-15
2001	Clade B	1	0.185929260706866	261.027518842326	0.0328382183536299	295.411398885066	7.39999999999998	8.95090418262362e-16
2002	Clade B	2	0.0358087398195264	241.581432361946	0.163414569471828	294.336904028107	8.89999999999998	1.82850058338964e-15
2003	Clade B	3	0.015835296706931	207.311300931831	0.652844185247873	291.510322119319	12.5	2.38956002207923e-15
2009	Clade B	9	0.065541132360118	257.739699385078	0.202269149700648	291.037228173991	9.19999999999999	2.83052443350184e-16
2013	Clade B	13	0.0441443357448376	244.759215083424	0.201952289612919	291.442036920388	8	2.23979068645708e-15
2021	Clade B	21	0.267742512088106	261.420373533625	0.0232139975300236	293.727353233537	6	1.8552687127769e-15
2024	Clade B	24	0.0253711996492559	224.618745321114	0.197986611157122	293.07903439644	7.5	3.33066907387547e-16
2026	Clade B	26	0.0314407702089129	235.186912124723	0.20966068311396	293.721789658305	9.30000000000001	1.36877487188358e-15
2037	Clade B	37	0.020448074341227	217.578033518617	0.362687781085443	291.631050585724	9.80000000000001	5.5810106436546e-15
2038	Clade B	38	0.233092922093875	265.292064680368	0.0397089405375943	292.921282723394	7.80000000000001	1.82850058338964e-15
2043	Clade B	43	0.121802603590409	260.057927451257	0.0602293505045789	293.770157558116	7.5	1.0295784775289e-15
2059	Clade B	59	0.0192243253168246	203.202151884829	0.260944043594989	293.146622230789	8.39999999999998	1.90120628013532e-15
2061	Clade B	61	0.047559726838356	249.170968490781	0.195304136924554	292.330576263768	9.10000000000002	2.12107811032234e-15
2063	Clade B	63	0.0121580907987829	172.357444311401	0.417230699692262	291.985541905901	9.80000000000001	3.1912877566775e-15
2065	Clade B	65	0.049594542085999	245.793630449831	0.117569701898617	293.087678925518	6.5	2.63487993341767e-15
2066	Clade B	66	0.0391903859982075	239.91690648708	0.104514673400921	295.757046914696	7	8.59975056989852e-16
2071	Clade B	71	0.0363582441063611	240.605788669515	0.200481524797918	291.204479169878	7.30000000000001	7.51371679116199e-15
2086	Clade B	86	0.111193684533074	255.633538574783	0.0434321118121711	295.557513215953	6.30000000000001	4.47545209131181e-16
2090	Clade B	90	0.0413702585289722	244.188541581641	0.205076766781374	290.557355054467	7.19999999999999	4.38294287326341e-15
2092	Clade B	92	0.0414830500095662	244.445905448189	0.209874798035576	290.858139565873	7.60000000000002	1.00645253544832e-14
2093	Clade B	93	0.0398648430619524	242.144263278465	0.140358055804671	293.181880299238	7	1.03107387189365e-15
2096	Clade B	96	0.072584144077559	254.618746907964	0.0908460270948295	293.869481415419	7.5	2.01452713528827e-15
2097	Clade B	97	0.328560577077209	264.427242305318	0.0193043297479868	296.805190148151	8.80000000000001	2.1556631856154e-15
2098	Clade B	98	0.0172487811779913	204.91603584723	0.315546518621384	293.340327433966	10.1	2.71947991102104e-16
2103	Clade B	103	0.190259669483079	258.445020385879	0.0164085327086145	301.112173425743	8.5	7.21644966006352e-16
2104	Clade B	104	0.102919065734687	254.909548099762	0.0454124778166872	296.104613561262	6.60000000000002	2.42793870881875e-15
2110	Clade B	110	0.0103751180514178	152.126176218374	0.562496890074792	292.210097030884	11.5	2.48253415324727e-16
2111	Clade B	111	0.0143167846622982	197.82382314527	0.588904031931869	290.343773761776	10.6	7.30393654733861e-15
2112	Clade B	112	0.0520413123579181	249.164321060931	0.227951800446704	290.213548582417	8	1.61131814302093e-15
2113	Clade B	113	0.104274446831607	259.063693451245	0.0794616163910746	292.342313131654	7	2.05316230782537e-15
2114	Clade B	114	0.0935492745790733	257.73143608567	0.0938534449742925	292.728453599276	7.5	5.80217678357777e-15
2132	Clade B	132	0.0114844244864552	160.28166972673	0.591446360985242	290.751770854605	10.5	6.6668869518349e-15
2133	Clade B	133	0.127138218593832	257.604093624033	0.043822397094141	294.822324186855	6.5	1.86438149626896e-15
2134	Clade B	134	0.0541884336877626	249.793228507234	0.149534213039169	291.273897572805	6.89999999999998	9.10450574201734e-16
2136	Clade B	136	0.0404328574911481	244.376075750799	0.102014481847471	297.124902656098	8.69999999999999	2.22044604925031e-16
2138	Clade B	138	0.030165234987155	231.56907893205	0.409305772924936	290.475659018115	9.89999999999998	3.69389069545847e-15
2141	Clade B	141	0.121492090753005	258.623411990752	0.0520650726296374	294.555241299533	7.10000000000002	7.3425957597568e-15
2154	Clade B	154	0.0165939975927025	199.59942270574	0.394830198443686	292.996331526043	11	1.25115780731207e-15
2156	Clade B	156	0.191338210426551	261.31211123179	0.0303727272963996	296.398803937927	8	7.1305364827496e-16
2167	Clade B	167	0.0481169242061176	247.882730515831	0.127098941063365	293.933639433205	8	1.71276866251419e-15
2171	Clade B	171	0.0187037170185931	206.938927517523	0.439465322125048	290.877357980363	9.80000000000001	1.39221259009941e-15
2173	Clade B	173	0.027340618758832	228.242993813214	0.314662003068258	291.23216528499	9.10000000000002	2.25886736163542e-14
2175	Clade B	175	0.0199868205484652	216.052508873627	0.291995827515513	290.96252164943	7.69999999999999	1.60527077640818e-15
2176	Clade B	176	0.0572216857037832	254.020425058111	0.163117790329601	293.445411948102	9.80000000000001	2.74261043365601e-15
2183	Clade B	183	0.00996163300500394	162.544103477057	0.859178235637396	290.566790891855	12.1	3.11060637828084e-15
2184	Clade B	184	0.238106355959367	260.96195966953	0.0193349639180787	296.107402855699	6.89999999999998	1.51515956047856e-15
2190	Clade B	190	0.0293929595919141	232.926858405242	0.142113607235185	295.126441259428	7.69999999999999	9.55049957678547e-16
2193	Clade B	193	0.0398554896298629	240.430786453391	0.162079843744557	292.829322655404	7.39999999999998	1.95474934701723e-15
2198	Clade B	198	0.0100880480133979	153.217213271975	0.687167854503773	291.474392867406	11.9	8.47340948655004e-16
2203	Clade B	203	0.202579674191813	261.603978414014	0.0367659957892993	292.908959725476	6.30000000000001	1.88492852952189e-15
2212	Clade B	212	0.00612294757335879	75.4803269022004	1.05138690874379	290.82588894068	12.7	8.04988256317014e-15
2214	Clade B	214	0.126597828717427	257.682430522768	0.044253318933602	294.829676658132	6.5	1.5622222714862e-15
2215	Clade B	215	0.0795260867982679	257.763857773809	0.119432161067166	292.473432122858	8.30000000000001	3.48617101144812e-15
2219	Clade B	219	0.0146789467485501	193.322347377079	0.55808686257697	290.595453982272	10.5	2.72683522224762e-15
2222	Clade B	222	0.0702649138930905	250.452454787207	0.0712562827961405	295.146923109	6.39999999999998	1.66533453693773e-16
2227	Clade B	227	0.0473338808132852	245.682292940568	0.117399517765289	294.156820441508	7.30000000000001	7.46826159085596e-16
2231	Clade B	231	0.0973524744293564	253.367338403198	0.0317553577362459	301.570973036355	8.5	1.0295784775289e-15
2233	Clade B	233	0.081954455575782	257.904828959922	0.10912211814544	292.373966785958	7.89999999999998	1.31363359814332e-15
2238	Clade B	238	0.0806873149157363	254.681064414365	0.0893285531756853	293.97692138081	7.60000000000002	2.31555370595762e-15
2241	Clade B	241	0.070748209427569	253.131930306495	0.0683826223568314	296.659569968049	8	6.93334056655992e-16
2243	Clade B	243	0.097108931044004	257.254572075168	0.0866741027586521	291.924778384107	6.5	1.19058155498437e-15
2250	Clade B	250	0.0702757885159964	255.075307786623	0.0990725158963817	294.624496781244	8.60000000000002	2.09843899717075e-15
2254	Clade B	254	0.3213107324331	262.979670863536	0.0214223809604476	293.95360540782	6.69999999999999	2.06289476346178e-15
2255	Clade B	255	0.0349828234345788	238.398228924806	0.198750628542231	292.105653887931	7.80000000000001	1.16441173166909e-15
2256	Clade B	256	0.629549564694974	265.722014137435	0.0143631499933522	291.944042873547	6.39999999999998	1.13356978563085e-15
2263	Clade B	263	0.0625276984660698	255.29804681802	0.129878914020281	294.287594329453	9.60000000000002	1.14976446015147e-15
2265	Clade B	265	0.0301035923026317	231.490429238182	0.189948540732018	293.354243898134	8	4.83934996913313e-16
2269	Clade B	269	0.0227475036199289	220.695482038434	0.399019318602795	290.281627619947	9.19999999999999	6.35354166070834e-15
2274	Clade B	274	0.0878695883050421	256.319430148774	0.0881838250257323	292.82079572384	7	2.10723137784611e-15
2276	Clade B	276	0.026830060254586	229.604565594959	0.243039960548692	293.63278588268	9.80000000000001	1.94526788765251e-15
2282	Clade B	282	0.0344094855426097	239.258400451089	0.197406566723668	291.871357768535	7.60000000000002	3.24110973104363e-15
2284	Clade B	284	0.0630443027748359	255.386587917238	0.18496379544995	291.890828839138	9.19999999999999	7.38527833091255e-16
2293	Clade B	293	0.0255132129984341	226.61282588561	0.477745523581599	290.442453099502	10.5	7.20581998614021e-15
2294	Clade B	294	0.0650598540437207	254.800518855008	0.193294817224621	290.343379147162	8	1.05325004057301e-15
2296	Clade B	296	0.0149265727641603	192.180810365117	0.719439566593348	291.384546150212	12.5	3.33436776360356e-15
2303	Clade B	303	0.183997480696961	260.674103092116	0.0314892149095997	295.467567527137	7.19999999999999	5.23102405364895e-15
2305	Clade B	305	0.0343813161029267	237.38784137239	0.163070490534136	294.037496995373	8.19999999999999	1.72710170455215e-15
2308	Clade B	308	0.0425309954510331	243.481622529723	0.182517737293437	292.338819665091	8	5.1178752665209e-16
2317	Clade B	317	0.0187832305647137	211.798871720869	0.33747146291445	292.073402912355	9.5	4.57756679852224e-16
2320	Clade B	320	0.22107309815073	260.293076089813	0.0238756187405268	296.060310442809	6.89999999999998	1.74485244536246e-15
2336	Clade B	336	0.0390899161539587	242.253497452336	0.121566617076648	294.554138573681	7.30000000000001	3.58938726748353e-15
2344	Clade B	344	0.131284221288143	256.489982708999	0.0376810244174795	295.771206096426	6.30000000000001	7.19506753999772e-16
2345	Clade B	345	0.0184107344844486	207.238276190888	0.334290514821242	291.822443464039	9.10000000000002	2.5775352444066e-15
2347	Clade B	347	0.103432191091306	259.17722590326	0.10002586980181	291.962316504345	7.5	3.31071782239088e-15
2352	Clade B	352	0.051488628537604	247.905897342037	0.073220831062809	296.452524584638	7	1.02357505330418e-15
2353	Clade B	353	0.0409332469791673	245.416648006399	0.0962500731662908	295.138971038107	6.89999999999998	1.57107346000328e-15
2355	Clade B	355	0.0330462341457192	232.5555383876	0.142533965940637	294.321054796638	6.89999999999998	1.21745459266472e-15
2373	Clade B	373	0.0686600315995146	256.646785568471	0.0979537478805586	295.266174722399	9.39999999999998	1.93892115658267e-15
2374	Clade B	374	0.052488299787614	248.46298100794	0.12862499796076	292.1968716229	6.69999999999999	4.71027737605132e-16
2379	Clade B	379	0.0810596889030222	255.00875824834	0.0925775253573153	293.317162550841	7.30000000000001	2.14993764247463e-15
2383	Clade B	383	0.0840961904866614	253.706135121363	0.0592017013747058	295.814098782623	7	8.45520665245115e-16
2386	Clade B	386	0.0107625946833209	168.995501185339	0.364328242108289	292.971687773533	9.69999999999999	2.34201803614209e-15
2391	Clade B	391	0.00602557543345023	62.2245146660934	0.563651504434095	292.300431506086	10.7	1.78328223345947e-15
2403	Clade B	403	0.161607765818657	259.441156463712	0.0356506998649987	294.341127112253	6.30000000000001	1.04885231764724e-15
2407	Clade B	407	0.0490553045066803	249.395612787179	0.192509418886948	291.026543676852	7.89999999999998	4.71027737605132e-16
2415	Clade B	415	0.0418018412509476	242.545122817956	0.113704323736629	296.229667631512	8.39999999999998	1.52226111724852e-15
2420	Clade B	420	0.00663596791874528	93.2011445865593	0.495281981414535	292.399364944725	10.2	5.0649172608482e-15
2421	Clade B	421	0.192811315057165	259.826224971119	0.0290037233712905	294.104954679917	5.89999999999998	1.54636173612489e-15
2423	Clade B	423	0.0599585815684294	255.759770491791	0.200943700833232	290.583992171439	8.5	1.08920743926147e-15
2425	Clade B	425	0.0768688916051424	256.822923441561	0.131978314685105	293.50341293948	9.30000000000001	2.03279986439326e-15
2427	Clade B	427	0.0431007272251801	248.102976239379	0.211385795984472	291.236328712899	8.39999999999998	3.8909317787439e-15
2430	Clade B	430	0.0548771189836659	250.591390742079	0.128033268929957	293.984575572897	8.5	2.46008988804118e-15
2431	Clade B	431	0.0180319052810386	206.319002924002	0.370640865417945	291.663247475816	9.60000000000002	3.40614180341757e-15
2436	Clade B	436	0.0670470886289424	256.645509280102	0.256280003742175	290.269639565077	9.39999999999998	2.83235415719004e-14
2437	Clade B	437	0.0680186505992768	253.303426041514	0.129595140693987	291.441335032985	6.89999999999998	7.18220771284622e-15
2438	Clade B	438	0.0775488288096204	255.201763741959	0.0987354200114567	292.849660164015	7.19999999999999	1.3053975696292e-15
2441	Clade B	441	0.285282294309165	263.157968881031	0.0216634437871041	295.038861542952	7.39999999999998	1.89064168386892e-15
2447	Clade B	447	0.0451909563539802	246.447125734595	0.179383901661242	292.667843838229	8.60000000000002	2.72400860676598e-15
2450	Clade B	450	0.0210506223005248	212.512018548066	0.320227634330169	291.593164082972	8.80000000000001	9.50197851991224e-16
2454	Clade B	454	0.307669596624326	265.717699072808	0.0385170801175443	290.670889022584	6.60000000000002	2.42539902328181e-15
2455	Clade B	455	0.0232697308453918	221.08921786615	0.322794077685269	292.557492659939	10.1	3.12838706131421e-15
2458	Clade B	458	0.0316027710048182	230.878733360993	0.177353085267416	293.275355386219	7.39999999999998	1.03554709841456e-15
2459	Clade B	459	0.0250303149063137	221.925774736537	0.140920160477143	296.079684647925	7.30000000000001	6.59158399365251e-16
2462	Clade B	462	0.0346883167549536	240.747118694456	0.334420598304104	291.142686472376	10	2.12398170936867e-15
2463	Clade B	463	0.031578522015066	233.984051872534	0.119489575763642	295.73398316441	7.10000000000002	1.71726058909117e-15
2465	Clade B	465	0.101073077163395	259.109881709362	0.0565032236399273	295.456132368828	8.10000000000002	1.88819530585415e-15
2469	Clade B	469	0.107288476971114	256.88738049321	0.0558253647554542	293.311499702564	5.89999999999998	1.61746197372786e-15
2486	Clade B	486	0.179445225421646	264.560091113122	0.0705037351152459	290.453704435897	7	6.76439309847748e-15
2488	Clade B	488	0.0558511355773378	254.278345797196	0.154934626822763	293.363892014589	9.5	2.12398170936867e-15
2490	Clade B	490	0.0508479668475781	246.854731637911	0.126753108455426	293.050492482315	7	1.14842362650565e-15
2494	Clade B	494	0.056535904159234	249.210831607173	0.129795170993215	292.413228905279	7	3.43137950509788e-15
2498	Clade B	498	0.0303298511138577	230.269350044937	0.134422193456292	295.328570443423	7.10000000000002	3.72380122987091e-16
2499	Clade B	499	0.0240330791895074	224.34802763972	0.20543499985112	293.263170080627	7.89999999999998	1.21238184313208e-15
2502	Clade B	502	0.0390095436659184	245.21202430558	0.186449496975458	293.263810927077	9.19999999999999	6.68442777728834e-16
2503	Clade B	503	0.0359494199006199	237.705455506496	0.163112132256185	293.435329912618	7.69999999999999	1.53536257995627e-15
2505	Clade B	505	0.0407835886145217	242.051658494389	0.184072801126986	292.120142092557	7.69999999999999	4.44089209850063e-16
2506	Clade B	506	0.0544934666756428	252.260772417714	0.183827202765446	292.297159234198	9.10000000000002	2.11802504726981e-14
2508	Clade B	508	0.311479417596921	261.189890568274	0.0174490693491803	295.467771069757	6.5	2.2016313233677e-15
2510	Clade B	510	0.0714251044890671	255.516028913915	0.113824548902922	293.380048714943	8.30000000000001	2.77389172712561e-15
2511	Clade B	511	0.223456281127529	263.510232621181	0.0404386363746578	291.092057253369	6	3.11258702565013e-15
2517	Clade B	517	0.0185726910895452	211.764010528193	0.438711595057516	292.122372626881	11.2	1.39221259009941e-15
2518	Clade B	518	0.0966913039167738	255.307511510005	0.0518850441610638	295.169157908114	6.5	2.3577540566139e-15
2519	Clade B	519	0.0230805189575854	222.896348322208	0.227394642656576	292.529535148457	7.89999999999998	8.47340948655004e-16
2521	Clade B	521	0.0337830086717587	234.893091719381	0.186355129833331	292.211354892848	7.19999999999999	3.26762231778442e-15
2522	Clade B	522	1.08290415783765	265.612294226908	0.00786389034725361	291.866044810971	6.10000000000002	3.44705923721822e-15
2524	Clade B	524	0.109473655187191	259.252731284576	0.0766598962194215	293.525776208744	7.80000000000001	1.08211154978932e-15
2527	Clade B	527	0.0244284446507901	223.636279384884	0.295269702361327	291.037185423295	8.19999999999999	2.62154313593185e-15
2529	Clade B	529	0.214340468727075	259.067332963469	0.021363063808668	297.338484735585	7	2.25692257663292e-15
2530	Clade B	530	0.00548309501380886	50.9388581863992	1.3503011645355	290.297441099324	13	2.44753191991893e-15
2532	Clade B	532	0.141663612147589	262.460033073509	0.0739138036133975	291.336532920723	7.10000000000002	2.86568757593482e-15
2533	Clade B	533	0.0515418899770829	249.054125728971	0.123769925161375	293.54402137132	7.69999999999999	2.99605979326181e-15
2539	Clade B	539	0.0143015146296656	195.217417319572	0.255784817624703	294.575203128447	9.30000000000001	4.70635050802729e-15
2543	Clade B	543	0.0226754664671357	224.028858537818	0.368240969323603	292.386782953376	10.9	2.41266049495489e-15
2548	Clade B	548	0.0341301512830001	236.064026950018	0.212694783218542	292.458927112826	8.30000000000001	2.2698563362523e-15
2549	Clade B	549	0.0310489173129358	234.571107361611	0.264643216275727	292.899300904029	10	2.1960256329892e-15
2551	Clade B	551	0.0573092538595646	251.281034773856	0.12916918559591	293.02382907714	7.80000000000001	3.02268285735918e-15
2559	Clade B	559	0.0202663516433957	213.018039085903	0.45592091661275	290.356252719461	9.69999999999999	1.11000182534625e-14
2565	Clade B	565	0.0449127576142781	244.473595430855	0.161926313832094	292.959812708067	8	8.45520665245115e-16
2574	Clade B	574	0.141977259809446	259.348946728289	0.0432341775074116	295.030086206951	7.19999999999999	2.98988234381686e-15
2575	Clade B	575	0.0686873565382189	252.652008957275	0.083701916879528	294.329697767543	7.10000000000002	1.47809841651795e-15
2586	Clade B	586	0.0585559140487101	251.839519954583	0.172122795674259	290.393439683931	7.10000000000002	6.84950023324863e-16
2590	Clade B	590	0.0371085428441292	242.514458400105	0.234369306546208	292.359390524354	9.39999999999998	2.21750200651287e-14
2591	Clade B	591	0.0848403260060498	259.59123527543	0.103018273514019	293.558995442758	9	1.58279805144526e-15
2594	Clade B	594	0.0311283989577864	236.774801118161	0.299999486342263	292.245547188108	10.2	2.21119109385319e-14
2598	Clade B	598	0.0461465726936643	249.498800361877	0.180016357029283	292.453139647448	8.80000000000001	2.16991094933362e-15
2599	Clade B	599	0.0151891553450576	196.869588493869	0.299618846110363	295.647059244389	11.6	1.13220977340074e-15
2602	Clade B	602	0.0572316055124047	249.550807040746	0.0906916367569493	296.493161663006	8.5	5.20740757162067e-16
2613	Clade B	613	0.0725925420172169	255.5573935957	0.0929167773550661	293.470201020223	7.5	8.25232590446673e-16
2619	Clade B	619	0.0317065289180093	233.133043261559	0.200432541159121	291.974214840695	7.30000000000001	5.35330155814915e-16
2623	Clade B	623	0.0127450148708792	178.522952826988	0.577055659873186	290.472688586423	10.3	8.0844993020411e-15
2624	Clade B	624	0.0114887505496449	173.552964582824	0.158676238194835	305.031450419436	13.5	2.71947991102104e-16
2627	Clade B	627	0.0185187207056676	205.87821425395	0.371527336223291	290.627370349094	8.60000000000002	2.04413737487052e-15
2635	Clade B	635	0.00613580353028733	82.2325033653646	0.591835383550858	291.876855140388	10.8	4.38959495940177e-15
2636	Clade B	636	0.144627831706329	258.503919898995	0.0365426289976182	294.915661470326	6.39999999999998	2.01452713528827e-15
2646	Clade B	646	0.0659699573686753	254.402926196915	0.166928276526044	290.355554281083	7.30000000000001	3.65365546043018e-15
2647	Clade B	647	0.199282534294963	263.068117567827	0.0398354784117912	292.928208282986	7	2.79987593397168e-15
2654	Clade B	654	0.0284321575086937	230.000315019152	0.129650859024093	298.756130232879	9.89999999999998	1.3414875847489e-15
2688	Clade B	688	0.0132167229143842	185.218491143123	0.501960948542483	290.337958142462	9.5	6.203417719676e-15
2696	Clade B	696	0.089649381595428	257.475767213995	0.0900418304788761	292.321996819252	7	3.14606725455685e-15
2703	Clade B	703	0.0641505926830267	252.646945016079	0.128105367525262	291.6444382493	6.89999999999998	6.08094194448812e-16
2706	Clade B	706	0.185570664477984	261.951071997346	0.0492466068913428	292.565363042075	6.80000000000001	3.4883801055241e-15
2707	Clade B	707	0.0624849637759657	253.470713757116	0.102977825927346	294.351227780226	8.19999999999999	1.76591782536782e-15
2708	Clade B	708	0.0189488321009738	213.005654949092	0.231430700781006	292.850620413935	7.69999999999999	4.00604406373544e-15
2709	Clade B	709	0.0823168328803556	255.297365375528	0.0879149084781042	293.70546646232	7.39999999999998	1.45286586409359e-15
2711	Clade B	711	0.116706223844462	253.617197413333	0.0295477453989238	298.981668549271	6.69999999999999	5.66104886700368e-16
2712	Clade B	712	0.0662253386629924	255.938745317474	0.126685395385687	292.701336552164	8.30000000000001	3.08574102041155e-15
2716	Clade B	716	0.0070377263986018	88.8536302748979	0.397055253689315	294.432200016407	10.5	1.03554709841456e-15
2718	Clade B	718	0.0185559959832522	211.955678676729	0.299382149841107	293.369710181515	10	1.50290739527669e-15
2719	Clade B	719	0.0776254165038439	256.092737074427	0.0820249379048501	295.352992787635	8.60000000000002	2.03582937406879e-15
2722	Clade B	722	0.0318793434290781	237.339016008641	0.316480268206153	291.272065502065	9.60000000000002	1.52202830685477e-14
2727	Clade B	727	0.0549826623382816	253.283707776567	0.280581746827505	291.415098095379	10.4	6.33630065516734e-15
2738	Clade B	738	0.0386495958215227	243.77450769926	0.200554880621999	291.690065083221	8	2.83324478437815e-15
2743	Clade B	743	0.283173009994554	263.63575021964	0.032479899473448	291.801343663267	6.19999999999999	2.17576097108663e-15
2744	Clade B	744	0.134257608943995	258.91789803486	0.0486849436239195	293.424810749522	6.30000000000001	1.78068836701966e-15
2746	Clade B	746	0.0297308622140729	236.87553450683	0.378518907170053	290.894624782099	10.2	3.69389069545847e-15
2747	Clade B	747	0.132311095787177	257.590267395896	0.0361078043033566	295.580380797084	6.5	1.70916662138206e-15
2750	Clade B	750	0.0233185358797511	224.141878856542	0.368674676953765	291.567758714954	10.1	2.1960256329892e-15
2755	Clade B	755	0.0330227347922596	237.996891991857	0.26032661901011	291.702239224608	9	3.38025992699683e-15
2762	Clade B	762	0.0409299143508274	247.543537816882	0.53128035722683	290.557889685111	11.8	4.39941195719541e-15
2764	Clade B	764	0.046507693451371	246.74638771409	0.138754245181481	292.518289820229	7.10000000000002	1.40543009465556e-15
2772	Clade B	772	0.0281922804530138	232.772693188035	0.344056692820394	291.891334694438	10.4	7.53828352923343e-15
2788	Clade B	788	0.0414553982274105	243.51302145544	0.120471961710594	296.331408371291	9	1.5740127955197e-15
2790	Clade B	790	0.0181792140502289	212.856910623463	0.397717101392734	290.559037606476	9.10000000000002	5.84661828726146e-15
2792	Clade B	792	0.246895969582065	260.716831951217	0.0181540255650331	298.328314891561	8	2.28878339926112e-15
2800	Clade B	800	0.052014101226378	251.739865302738	0.187565964036105	292.31461048039	9.19999999999999	8.68886953636546e-16
2801	Clade B	801	0.0789565316758325	253.735822662124	0.0782822277475161	293.117646307824	6.10000000000002	9.48574968053509e-16
2802	Clade B	802	0.0343806623606136	235.214802937394	0.19403619699355	291.85281891897	7.10000000000002	3.49147048906237e-15
2808	Clade B	808	0.0729875028579893	255.960135166314	0.161322360774493	291.613191821539	8.5	2.58231288566013e-15
2815	Clade B	815	0.0237265523362196	220.805328321464	0.205162385073244	294.266845773695	8.60000000000002	1.16573417585641e-15
2816	Clade B	816	0.0413489072156142	243.513437335649	0.192649309899289	291.57210032126	7.69999999999999	3.10664129524368e-15
2817	Clade B	817	0.0183182409810815	208.13991476671	0.231884011342541	293.319256265322	7.89999999999998	3.84592537276713e-16
2822	Clade B	822	0.10630595986786	257.093940751689	0.0707603025212589	292.778145798504	6.39999999999998	1.57792339234318e-15
2823	Clade B	823	0.0310574248346192	234.745279776432	0.133658377646924	295.046675361749	7.39999999999998	4.19100001107273e-16
2830	Clade B	830	0.0235210686769405	224.458977094134	0.271329874016553	292.69216110797	9.30000000000001	1.62506465709638e-15
2833	Clade B	833	0.0294939895035089	236.258672983359	0.40377329952369	290.801675848688	10.4	2.73360717445329e-16
2844	Clade B	844	0.00872161631171265	133.509671490961	0.366268944083093	293.527581074332	9.60000000000002	1.61364719961073e-15
2846	Clade B	846	0.379886496202742	262.825002288955	0.0156512166862206	296.271970474904	7.60000000000002	1.60886601221371e-15
2855	Clade B	855	0.0267494526988332	231.729889094758	0.250507104525612	291.692594248754	8.30000000000001	3.25770538347952e-15
2871	Clade B	871	0.0155845307039069	200.908052291901	0.560071877299399	291.188407225834	11.3	5.50120830128466e-15
2874	Clade B	874	0.0327325311262126	233.752621248646	0.207723589390611	292.380917010247	7.89999999999998	1.21238184313208e-15
2875	Clade B	875	0.0823286790777585	257.95753767513	0.0959239401883709	292.458479390368	7.5	2.45319096081435e-15
2878	Clade B	878	0.0370554528559628	240.508677540169	0.13145623323469	294.108949707185	7.19999999999999	2.15852026199932e-15
2885	Clade B	885	0.0546204716119471	254.082751248217	0.224413855440438	291.586672139668	9.69999999999999	1.35292417346488e-15
2890	Clade B	890	0.0284645149946514	229.059537281247	0.18711515702888	292.794792425915	7.19999999999999	2.22044604925031e-15
2891	Clade B	891	0.0185970697912094	211.746045628208	0.387813052229706	292.168596991778	10.5	1.58851151099881e-14
2894	Clade B	894	0.0500683360701438	249.267669456585	0.180882414494342	291.297146043038	7.80000000000001	2.6681468187551e-15
2907	Clade B	907	0.0723579731889194	258.117927335812	0.108238192275838	294.55704597946	9.60000000000002	1.11299512138637e-15
2908	Clade B	908	0.0792968786502464	257.985766782381	0.162819902809927	291.117179676124	8.5	1.92296268638356e-16
2909	Clade B	909	0.145426661199535	259.892064361861	0.0408949202777931	295.50603167456	7.5	1.60214837948278e-15
2910	Clade B	910	0.0176067557808933	206.246820413754	0.491659247122198	291.041633020993	10.6	6.0065015160422e-15
2911	Clade B	911	0.120161412694948	261.150944642248	0.094684626243184	290.200062661445	6.5	3.3754990955397e-15
2917	Clade B	917	0.0398989166640191	243.905052648463	0.203679272523997	293.314578564927	9.60000000000002	1.24126707662364e-16
2918	Clade B	918	0.0435289618067652	244.024420802555	0.171225913163261	292.444239419924	7.80000000000001	7.71185559270127e-16
2924	Clade B	924	0.133774298256141	262.588773785471	0.0646855034250201	294.569055613614	9	9.19292151384487e-15
2927	Clade B	927	0.212198110791242	263.555815578836	0.0438449910556605	292.995505187485	7.39999999999998	2.25623979864826e-15
2928	Clade B	928	0.0291224934775807	225.630012653245	0.267733565531994	292.621058150185	9.19999999999999	1.57009245868378e-16
2936	Clade B	936	0.0145987679212568	191.770926213586	0.358399615345851	292.194811422994	9.39999999999998	2.85868954943063e-15
2940	Clade B	940	0.0785514053121033	254.085900754659	0.0767051256034913	295.059083910213	7.60000000000002	2.13916094482488e-15
2945	Clade B	945	0.115952068982315	259.779270406024	0.0707688367585619	292.79573010063	7.19999999999999	3.96778549538644e-15
2951	Clade B	951	0.0167311966427438	201.207821894808	0.418238686632387	291.990970256177	10.5	3.34543929743511e-15
